,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
179,My Little Pony: A New Generation,2021,7.0,"2,247","Animation, Adventure, Comedy",90 ,Film,PG,-,None,Mild,None,None,Mild
180,Jungle Cruise,2021,6.6,"113,396","Action, Adventure, Comedy",127 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
181,Gilmore Girls,2021,8.1,"110,011","Comedy, Drama",44 ,Series,TV-PG,154,Mild,None,Mild,Mild,None
182,True Detective,2021,8.9,"524,326","Crime, Drama, Mystery",55 ,Series,TV-MA,24,Severe,Severe,Severe,Severe,Severe
183,Bones,2021,7.8,"147,495","Comedy, Crime, Drama",40 ,Series,TV-14,245,Mild,Severe,Mild,Mild,Moderate
184,American Horror Stories,2021,6.1,"12,381","Drama, Horror, Thriller",45 ,Series,TV-MA,8,Moderate,Severe,Severe,Moderate,Severe
185,Intrusion,2021,5.2,"8,561","Drama, Thriller",92 ,Film,TV-14,-,None,Mild,Mild,Mild,Moderate
187,Blade Runner 2049,2017,8.0,"502,751","Action, Drama, Mystery",164 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
188,The X Files,2017,8.6,"209,643","Crime, Drama, Mystery",45 ,Series,TV-14,217,Mild,Moderate,Mild,Mild,Severe
190,Schitt's Creek,2017,8.5,"97,987",Comedy,22 ,Series,TV-14,80,Mild,None,Moderate,Mild,None
192,The Vampire Diaries,2021,7.7,"298,419","Drama, Fantasy, Horror",43 ,Series,TV-14,171,Moderate,Moderate,Mild,Moderate,Moderate
193,Grantchester,2021,7.9,"11,403","Crime, Drama, Mystery",45 ,Series,TV-14,39,Mild,Mild,Mild,Severe,Mild
195,The Matrix,1999,8.7,"1,767,660","Action, Sci-Fi",136 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
196,Manhunt,1999,7.5,"6,268","Biography, Crime, Drama",45 ,Series,TV-14,7,None,Mild,Severe,Mild,Mild
197,ER,1999,7.7,"54,651","Drama, Romance",44 ,Series,TV-14,331,Mild,Moderate,Mild,Mild,Moderate
199,The Wolf of Wall Street,2013,8.2,"1,271,608","Biography, Comedy, Crime",180 ,Film,R,-,Severe,Moderate,Severe,Severe,Moderate
200,The Last Kingdom,2013,8.4,"98,462","Action, Drama, History",60 ,Series,TV-MA,46,Moderate,Severe,Mild,Mild,Moderate
201,The Shawshank Redemption,1994,9.3,"2,474,122",Drama,142 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
202,Star Trek: The Next Generation,1994,8.6,"109,337","Action, Adventure, Mystery",44 ,Series,TV-PG,176,Mild,Mild,Mild,Mild,Moderate
203,The Walking Dead: World Beyond,1994,4.2,"11,306","Drama, Horror, Sci-Fi",60 ,Series,TV-14,20,Mild,Moderate,Mild,Mild,Moderate
204,FBI,1994,6.9,"13,075","Action, Crime, Drama",60 ,Series,TV-14,61,None,Moderate,Mild,Mild,Moderate
205,Fargo,1994,8.9,"347,559","Crime, Drama, Thriller",53 ,Series,TV-MA,41,Mild,Severe,Moderate,Mild,Severe
206,Joker,2019,8.4,"1,077,534","Crime, Drama, Thriller",122 ,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
207,Harry Potter and the Sorcerer's Stone,2001,7.6,"702,396","Adventure, Family, Fantasy",152 ,Film,PG,-,None,Mild,Mild,None,Mild
208,Curb Your Enthusiasm,2001,8.7,"111,076",Comedy,28 ,Series,TV-MA,110,Moderate,None,Severe,Mild,None
209,Boruto: Naruto Next Generations,2001,7.1,"16,068","Animation, Action, Adventure",23 ,Series,TV-14,221,None,Moderate,Mild,Mild,Moderate
210,Zodiac,2007,7.7,"499,163","Crime, Drama, Mystery",157 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Severe
211,Supergirl,2007,6.2,"117,623","Action, Adventure, Drama",43 ,Series,TV-PG,126,Mild,Mild,Mild,Mild,Mild
212,Snake Eyes: G.I. Joe Origins,2021,5.4,"24,928","Action, Adventure, Fantasy",121 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
213,The Addams Family,1991,6.9,"143,815","Comedy, Fantasy",99 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
214,Brassic,1991,8.3,"6,334","Comedy, Drama",43 ,Series,TV-MA,20,Moderate,Moderate,Severe,Severe,Mild
215,Sons of Anarchy,1991,8.5,"275,596","Crime, Drama, Thriller",45 ,Series,TV-MA,92,Moderate,Severe,Moderate,Severe,Severe
216,Midsommar,2019,7.1,"256,462","Drama, Horror, Mystery",148 ,Film,R,-,Severe,Severe,Moderate,Severe,Severe
217,Spencer,2021,6.7,"1,044","Biography, Drama, Romance",111 ,Film,R,-,Severe,None,Severe,Moderate,Severe
219,Dave Chappelle: The Closer,2021,8.1,"12,454",Comedy,72 ,Film,TV-MA,-,Moderate,None,Severe,Mild,Mild
222,Avengers: Endgame,2019,8.4,"947,812","Action, Adventure, Drama",181 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
224,Blue Bloods,2021,7.6,"35,262","Crime, Drama, Mystery",43 ,Series,TV-14,239,None,Moderate,Mild,Mild,Mild
226,Wrath of Man,2021,7.2,"117,483","Action, Crime, Thriller",119 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
228,Community,2022,8.5,"237,389",Comedy,22 ,Series,TV-14,110,Mild,None,Mild,Mild,None
229,The Duff,2015,6.5,"89,023","Comedy, Romance",101 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
231,Family Guy,2015,8.1,"316,718","Animation, Comedy",22 ,Series,(Banned),376,Moderate,Severe,Severe,Moderate,Mild
233,A Nightmare on Elm Street,1984,7.5,"218,811",Horror,91 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
234,Tenet,2020,7.4,"427,885","Action, Sci-Fi, Thriller",150 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
236,New Girl,2021,7.7,"205,005",Comedy,22 ,Series,TV-14,146,Moderate,None,Mild,Mild,None
237,Busanhaeng,2016,7.6,"190,528","Action, Horror, Thriller",118 ,Film,Not Rated,-,None,Severe,Mild,None,Severe
239,Killing Eve,2016,8.2,"97,938","Action, Adventure, Drama",42 ,Series,TV-14,32,Mild,Moderate,Mild,Mild,Moderate
240,Dark,2016,8.8,"325,113","Crime, Drama, Mystery",60 ,Series,TV-MA,26,Moderate,Moderate,Moderate,Mild,Moderate
242,Pretty Smart,2022,5.9,"1,581","Comedy, Drama, Romance",30 ,Series,TV-14,10,Moderate,None,Moderate,Mild,None
244,Stargirl,2022,7.2,"14,256","Action, Adventure, Crime",566 ,Series,TV-PG,27,None,Moderate,Mild,Mild,None
245,This Is Us,2022,8.6,"119,228","Comedy, Drama, Romance",45 ,Series,TV-14,89,Mild,None,Mild,Mild,Mild
246,Gladiator,2000,8.5,"1,403,705","Action, Adventure, Drama",155 ,Film,R,-,Mild,Severe,Mild,None,Severe
247,Kota Factory,2000,9.2,"61,652","Comedy, Drama",45 ,Series,TV-14,10,None,None,Mild,Mild,None
248,Escape Room: Tournament of Champions,2021,5.8,"24,494","Action, Adventure, Horror",88 ,Film,PG-13,-,None,Mild,Mild,None,Moderate
249,The 100,2021,7.6,"231,713","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
250,GoldenEye,1995,7.2,"247,470","Action, Adventure, Thriller",130 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
251,The Godfather,1972,9.2,"1,709,439","Crime, Drama",175 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
252,Rocketman,2019,7.3,"159,046","Biography, Drama, Music",121 ,Film,R,-,Moderate,Mild,Moderate,Severe,Moderate
254,Good Witch,2019,7.3,"9,034","Comedy, Drama, Fantasy",48 ,Series,TV-PG,76,None,None,None,None,None
256,Buffy the Vampire Slayer,2019,8.2,"137,622","Action, Drama, Fantasy",44 ,Series,TV-14,145,Moderate,Moderate,Mild,Mild,Moderate
257,Beetle Juice,1988,7.5,"277,189","Comedy, Fantasy",92 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Moderate
258,Magnum P.I.,1988,5.9,"10,579","Action, Adventure, Crime",43 ,Series,TV-14,61,None,Mild,Mild,Mild,Mild
259,Friendzone,2021,5.9,"1,379","Comedy, Romance",88 ,Film,TV-MA,-,Moderate,None,Mild,Mild,None
260,The Nightmare Before Christmas,1993,8.0,"311,747","Animation, Family, Fantasy",76 ,Film,PG,-,None,Mild,None,None,Moderate
261,Interstellar,2014,8.6,"1,624,116","Adventure, Drama, Sci-Fi",169 ,Film,PG-13,-,None,Mild,Mild,None,Moderate
262,The Rocky Horror Picture Show,1975,7.4,"139,351","Comedy, Horror, Musical",100 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
263,Pig,2021,6.9,"33,733","Drama, Thriller",92 ,Film,R,-,None,Moderate,Moderate,Mild,Moderate
264,The Orville,2021,8.0,"64,211","Adventure, Comedy, Drama",44 ,Series,TV-14,37,Mild,Mild,Mild,Mild,Mild
265,Endeavour,2021,8.6,"21,802","Crime, Drama, Mystery",89 ,Series,TV-14,33,Mild,Moderate,Mild,Mild,Mild
266,Batoru rowaiaru,2000,7.6,"176,302","Action, Adventure, Drama",114 ,Film,Not Rated,-,Mild,Severe,Mild,Mild,Severe
267,Homeland,2000,8.3,"326,240","Crime, Drama, Mystery",55 ,Series,TV-MA,96,Severe,Moderate,Moderate,Mild,Moderate
268,Halloween,2007,6.1,"113,922",Horror,109 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
269,Knock Knock,2015,4.9,"89,175","Drama, Thriller",99 ,Film,R,-,Severe,Moderate,Severe,Mild,Moderate
270,The Dark Knight,2008,9.0,"2,428,117","Action, Crime, Drama",152 ,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
271,Two and a Half Men,2008,7.0,"249,542","Comedy, Romance",22 ,Series,TV-14,262,Moderate,Mild,Moderate,Severe,None
272,The Protégé,2021,6.1,"13,778","Action, Crime, Thriller",109 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
273,I Know What You Did Last Summer,2021,5.1,"1,135","Horror, Mystery, Thriller",45 ,Series,TV-14,8,Moderate,Moderate,Severe,Severe,Severe
274,Parks and Recreation,2021,8.6,"233,155",Comedy,22 ,Series,TV-14,124,Mild,Mild,Mild,Mild,None
275,Star Trek: Lower Decks,2021,7.2,"12,261","Animation, Action, Adventure",25 ,Series,TV-MA,30,Mild,Moderate,Mild,Mild,Mild
276,One Piece: Wan pîsu,2021,8.8,"86,612","Animation, Action, Adventure",24 ,Series,TV-14,995,Mild,Moderate,Mild,Moderate,Moderate
278,A Quiet Place Part II,2020,7.3,"165,973","Drama, Horror, Sci-Fi",97 ,Film,PG-13,-,None,Moderate,Mild,None,Severe
279,Cobra Kai,2020,8.6,"127,699","Action, Comedy, Drama",30 ,Series,TV-14,41,Mild,Moderate,Moderate,Moderate,Mild
280,FBI: Most Wanted,2020,6.8,"5,342","Action, Crime, Drama",45 ,Series,TV-14,34,Mild,Moderate,Mild,Moderate,Moderate
281,Don't Breathe 2,2021,6.1,"29,241","Action, Drama, Horror",98 ,Film,R,-,None,Severe,Moderate,Mild,Severe
282,House of Wax,2005,5.4,"119,934","Horror, Thriller",113 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
283,Wonder Woman 1984,2020,5.4,"233,753","Action, Adventure, Fantasy",151 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
284,Zack Snyder's Justice League,2021,8.1,"340,603","Action, Adventure, Fantasy",242 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
285,A Million Little Things,2021,7.9,"10,844","Comedy, Drama, Romance",43 ,Series,TV-14,63,Mild,None,Mild,Mild,Mild
287,Mad Men,2021,8.6,"220,406",Drama,47 ,Series,TV-14,92,Moderate,Mild,Mild,Severe,Mild
289,The Goldbergs,2021,8.0,"34,243",Comedy,22 ,Series,TV-PG,192,Mild,None,Mild,Mild,None
290,Nobody,2021,7.4,"164,357","Action, Crime, Drama",92 ,Film,R,-,None,Severe,Severe,Mild,Severe
291,The Tomorrow War,2021,6.6,"170,217","Action, Adventure, Drama",138 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
292,1917,2019,8.3,"497,055","Action, Drama, War",119 ,Film,R,-,None,Severe,Moderate,Mild,Severe
294,Sweet Home,2019,7.4,"14,574","Drama, Fantasy, Horror",52 ,Series,TV-MA,10,None,Severe,Moderate,Moderate,Severe
296,Station 19,2022,6.7,"11,053","Action, Drama, Romance",60 ,Series,TV-14,63,Mild,Moderate,Mild,Mild,Moderate
297,Law & Order,2022,7.7,"33,951","Crime, Drama, Mystery",45 ,Series,TV-14,457,Mild,Moderate,Mild,Moderate,Moderate
298,The Hunger Games,2012,7.2,"874,403","Action, Adventure, Sci-Fi",142 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
299,Jennifer's Body,2009,5.3,"125,403","Comedy, Horror",102 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
300,Prison Break,2009,8.3,"499,859","Action, Crime, Drama",44 ,Series,TV-14,90,Mild,Moderate,Mild,Mild,Moderate
302,Outer Banks,2021,7.6,"36,571","Action, Crime, Drama",50 ,Series,TV-MA,20,Mild,Mild,Moderate,Moderate,Moderate
303,Braqueurs,2021,7.0,"1,440","Action, Crime, Drama",44 ,Series,TV-MA,6,Mild,Severe,Severe,Severe,Mild
304,The Power of the Dog,2021,6.6,"2,853","Drama, Romance, Western",126 ,Film,R,-,Moderate,Mild,Mild,Moderate,Mild
305,Halloween II,1981,6.5,"81,417",Horror,92 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
306,Sherlock,1981,9.1,"853,642","Crime, Drama, Mystery",88 ,Series,TV-14,15,Mild,Moderate,Mild,Moderate,Moderate
307,Trick 'r Treat,2007,6.8,"86,032","Comedy, Horror",82 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
308,Prisoners,2013,8.1,"641,220","Crime, Drama, Mystery",153 ,Film,R,-,None,Severe,Severe,Mild,Severe
309,Hereditary,2018,7.3,"270,994","Drama, Horror, Mystery",127 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
310,Black as Night,2021,3.9,"1,087","Drama, Horror, Thriller",87 ,Film,Not Rated,-,None,Mild,Moderate,Moderate,Moderate
311,The Good Girl,2002,6.4,"44,437","Drama, Romance",93 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Mild
312,Teen Wolf,2002,7.6,"136,164","Action, Drama, Fantasy",41 ,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
314,It,2017,7.3,"491,621",Horror,135 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
315,The Father,2020,8.3,"101,279",Drama,97 ,Film,PG-13,-,None,Mild,Mild,Mild,Moderate
316,Die Another Day,2002,6.1,"212,253","Action, Adventure, Thriller",133 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
317,Call the Midwife,2002,8.5,"22,472","Drama, History",60 ,Series,TV-PG,89,None,Mild,None,Mild,Mild
318,Inception,2010,8.8,"2,178,860","Action, Adventure, Sci-Fi",148 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
319,Doctor Sleep,2019,7.3,"167,153","Drama, Fantasy, Horror",152 ,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
320,Pulp Fiction,1994,8.9,"1,915,230","Crime, Drama",154 ,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
321,Ask 101,1994,7.5,"12,077","Comedy, Drama, Romance",40 ,Series,TV-14,16,Mild,Mild,Severe,Moderate,Mild
322,The Departed,2006,8.5,"1,244,747","Crime, Drama, Thriller",151 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
323,Spider-Man,2002,7.3,"728,050","Action, Adventure, Sci-Fi",121 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
324,Euphoria,2002,8.4,"79,994",Drama,55 ,Series,TV-MA,15,Severe,Moderate,Severe,Severe,Severe
325,The Umbrella Academy,2002,8.0,"182,838","Action, Adventure, Comedy",60 ,Series,TV-14,30,Mild,Moderate,Mild,Moderate,Mild
326,Once Upon a Time,2002,7.7,"214,885","Adventure, Fantasy, Romance",60 ,Series,TV-PG,156,Mild,Mild,Mild,Mild,Mild
327,Reminiscence,2021,5.9,"36,510","Mystery, Romance, Sci-Fi",116 ,Film,PG-13,-,Mild,Moderate,Mild,Moderate,Moderate
329,Heartland,2021,8.4,"13,006","Drama, Family",45 ,Series,TV-PG,225,None,Mild,Mild,Mild,None
330,Boku no hîrô akademia,2021,8.4,"48,172","Animation, Action, Adventure",24 ,Series,TV-14,117,Mild,Moderate,Mild,None,Mild
332,Scary Movie,2000,6.2,"243,587",Comedy,88 ,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
333,South Park,2000,8.7,"345,100","Animation, Comedy",22 ,Series,TV-MA,311,Severe,Severe,Severe,Severe,Moderate
335,Mortal Kombat,2021,6.1,"145,124","Action, Adventure, Fantasy",110 ,Film,R,-,None,Severe,Severe,Mild,Severe
336,Ghostbusters,1984,7.8,"374,701","Action, Comedy, Fantasy",105 ,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
337,Locke & Key,1984,7.4,"51,137","Drama, Fantasy, Horror",48 ,Series,TV-14,24,Mild,Moderate,Mild,Mild,Mild
338,The Sinner,1984,7.9,"99,632","Crime, Drama, Mystery",45 ,Series,TV-MA,29,Moderate,Moderate,Moderate,Moderate,Severe
339,Fight Club,1999,8.8,"1,948,261",Drama,139 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
341,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,"1,736,338","Action, Adventure, Drama",178 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
343,Mean Girls,2004,7.0,"356,752",Comedy,97 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
344,Daredevil,2004,8.6,"382,011","Action, Crime, Drama",54 ,Series,TV-MA,39,Mild,Severe,Moderate,Mild,Severe
345,The Shining,1980,8.4,"946,683","Drama, Horror",146 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
346,Star Trek: Deep Space Nine,1980,8.0,"57,362","Action, Adventure, Drama",45 ,Series,TV-PG,173,Mild,Moderate,Mild,Mild,Moderate
347,Dr. No,1962,7.2,"157,817","Action, Adventure, Thriller",110 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
348,Hawaii Five-0,1962,7.3,"69,783","Action, Crime, Drama",42 ,Series,TV-14,240,Mild,Moderate,None,Mild,Moderate
349,Arrow,1962,7.5,"418,232","Action, Adventure, Crime",42 ,Series,TV-14,170,Mild,Moderate,Mild,Moderate,Moderate
350,Léon,1994,8.5,"1,085,586","Action, Crime, Drama",110 ,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
351,The Manor,2021,5.3,"1,677",Horror,81 ,Film,Not Rated,-,None,None,Mild,None,Mild
352,Bosch,2021,8.4,"58,565","Crime, Drama",51 ,Series,TV-MA,68,Moderate,Moderate,Moderate,Moderate,Moderate
356,Legends of Tomorrow,2021,6.8,"97,989","Action, Adventure, Drama",42 ,Series,TV-14,104,Mild,Moderate,Mild,Mild,Mild
357,Bingo Hell,2021,4.3,"1,139","Comedy, Fantasy, Horror",85 ,Film,Not Rated,-,None,Moderate,Moderate,Mild,Mild
358,Django Unchained,2012,8.4,"1,432,853","Drama, Western",165 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
360,Friday the 13th,1980,6.4,"129,391","Horror, Mystery, Thriller",95 ,Film,R,-,Moderate,Severe,Mild,Mild,Severe
361,Gone Girl,2014,8.1,"912,613","Drama, Mystery, Thriller",149 ,Film,R,-,Severe,Severe,Severe,Mild,Severe
362,Bob's Burgers,2014,8.1,"71,250","Animation, Comedy",22 ,Series,TV-PG,222,Mild,Mild,Mild,Mild,None
364,Virgin River,2014,7.4,"30,823","Drama, Romance",44 ,Series,TV-14,32,Mild,Mild,Mild,Mild,Mild
365,"If I Can't Have Love, I Want Power",2021,7.0,"1,061","Drama, Fantasy, Horror",53 ,Film,R,-,Severe,Moderate,Mild,Mild,Mild
366,SEAL Team,2021,7.6,"19,476","Action, Drama, War",43 ,Series,TV-14,94,None,Moderate,Moderate,Mild,Moderate
367,Poltergeist,1982,7.3,"152,037","Horror, Thriller",114 ,Film,PG,-,Mild,Moderate,Mild,Moderate,Severe
368,The Silence of the Lambs,1991,8.6,"1,336,681","Crime, Drama, Thriller",118 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
369,Love & Other Drugs,2010,6.7,"190,511","Comedy, Drama, Romance",112 ,Film,R,-,Severe,Mild,Severe,Moderate,Mild
370,Saturday Night Live,2010,8.0,"45,651","Comedy, Music",90 ,Series,TV-14,915,Moderate,Mild,Moderate,Moderate,None
371,Star Trek: Discovery,2010,7.2,"103,517","Action, Adventure, Drama",60 ,Series,TV-14,53,Mild,Moderate,Moderate,None,Moderate
373,Scrubs,2021,8.3,"244,809","Comedy, Drama",22 ,Series,TV-14,182,Mild,Mild,Mild,Mild,Mild
374,Hush,2016,6.6,"117,663","Horror, Thriller",82 ,Film,R,-,None,Severe,Moderate,None,Severe
375,Line of Duty,2016,8.7,"49,699","Crime, Drama, Mystery",60 ,Series,TV-14,36,Mild,Severe,Mild,Mild,Moderate
376,Gunpowder Milkshake,2021,6.0,"30,807","Action, Crime, Thriller",114 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
378,Agents of S.H.I.E.L.D.,2021,7.5,"207,705","Action, Adventure, Drama",45 ,Series,TV-PG,136,Mild,Moderate,Mild,Mild,Moderate
379,The Good Place,2021,8.2,"133,186","Comedy, Drama, Fantasy",22 ,Series,TV-PG,50,Mild,Mild,Mild,Mild,None
380,Candyman,1992,6.7,"83,944","Horror, Thriller",99 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
381,True Blood,1992,7.8,"235,708","Drama, Fantasy, Mystery",55 ,Series,TV-MA,81,Severe,Severe,Severe,Moderate,Moderate
383,How to Get Away with Murder,1992,8.1,"139,455","Crime, Drama, Mystery",43 ,Series,TV-14,90,Moderate,Moderate,Mild,Moderate,Moderate
384,Thir13en Ghosts,2001,5.6,"83,586","Fantasy, Horror",91 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
385,The Fall,2001,8.1,"93,338","Crime, Drama, Thriller",60 ,Series,TV-MA,17,Severe,Moderate,Moderate,Moderate,Severe
386,Mad Max: Fury Road,2015,8.1,"930,996","Action, Adventure, Sci-Fi",120 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
387,Mindhunter,2015,8.6,"244,658","Crime, Drama, Thriller",60 ,Series,TV-MA,19,Severe,Severe,Moderate,Mild,Moderate
388,Man on Fire,2004,7.7,"345,641","Action, Crime, Drama",146 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
389,Tusk,2014,5.3,"49,430","Comedy, Drama, Horror",102 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
391,The World Is Not Enough,1999,6.4,"194,551","Action, Adventure, Crime",128 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
392,Halloweentown,1998,6.7,"15,617","Adventure, Comedy, Family",84 ,Film,TV-G,-,None,Mild,None,None,Mild
393,Invincible,1998,8.7,"92,233","Animation, Action, Adventure",50 ,Series,TV-MA,13,Mild,Severe,Moderate,Mild,Severe
394,Perry Mason,1998,8.2,"6,949","Crime, Drama, Mystery",60 ,Series,TV-PG,271,None,None,None,Mild,None
396,Star Trek: Voyager,1998,7.8,"63,551","Action, Adventure, Sci-Fi",44 ,Series,TV-PG,168,None,Mild,None,Mild,Moderate
397,Creepshow,1998,7.1,"5,933","Fantasy, Horror, Mystery",44 ,Series,TV-MA,19,Mild,Severe,Severe,Moderate,Severe
398,On Her Majesty's Secret Service,1969,6.7,"86,280","Action, Adventure, Thriller",142 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
399,Grown Ups,2010,6.0,"237,673",Comedy,102 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
400,Fear Street: 1994,2021,6.2,"65,629","Drama, Horror, Mystery",107 ,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
401,Goodfellas,1990,8.7,"1,074,102","Biography, Crime, Drama",146 ,Film,R,-,Mild,Severe,Severe,Severe,Severe
402,Mom,1990,7.2,"31,440","Comedy, Drama, Romance",30 ,Series,TV-14,170,Moderate,None,Mild,Moderate,None
405,Inglourious Basterds,2009,8.3,"1,338,008","Adventure, Drama, War",153 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
406,CODA,2021,8.1,"21,506","Drama, Music",111 ,Film,PG-13,-,Mild,None,Moderate,Mild,None
407,The Goonies,1985,7.8,"256,589","Adventure, Comedy, Family",114 ,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
408,"Murder, She Wrote",1985,7.0,"21,413","Crime, Drama, Mystery",50 ,Series,TV-PG,264,None,Mild,Mild,Mild,Mild
409,The Fifth Element,1997,7.7,"450,359","Action, Adventure, Sci-Fi",126 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild
410,The L Word: Generation Q,1997,7.4,"5,061",Drama,55 ,Series,TV-MA,18,Severe,None,Severe,Severe,Mild
411,Once Upon a Time in America,1984,8.3,"330,699","Crime, Drama",229 ,Film,R,-,Severe,Severe,Severe,Severe,Severe
412,Wentworth,1984,8.6,"18,972","Crime, Drama",45 ,Series,TV-MA,100,Moderate,Severe,Severe,Severe,Severe
413,Demon Slayer: Kimetsu No Yaiba,1984,8.7,"53,641","Animation, Action, Adventure",25 ,Series,TV-MA,28,None,Severe,Mild,None,Severe
414,30 Rock,1984,8.2,"116,862",Comedy,22 ,Series,TV-14,138,Mild,Mild,Mild,Mild,None
416,BoJack Horseman,2021,8.7,"129,718","Animation, Comedy, Drama",25 ,Series,TV-MA,77,Moderate,Mild,Moderate,Severe,Moderate
418,Nightbooks,2021,5.8,"5,795","Family, Fantasy, Horror",103 ,Film,TV-PG,-,None,Mild,Mild,None,Moderate
420,The Lighthouse,2019,7.5,"170,825","Drama, Fantasy, Horror",109 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
421,Psych,2019,8.3,"90,054","Comedy, Crime, Mystery",44 ,Series,TV-PG,121,Mild,Mild,Mild,Mild,Mild
422,NCIS: Los Angeles,2019,6.7,"50,798","Action, Crime, Drama",43 ,Series,TV-14,287,Mild,Mild,Mild,Mild,Moderate
424,Columbo,2019,8.3,"31,439","Crime, Drama, Mystery",100 ,Series,TV-PG,68,None,Mild,None,Moderate,Mild
425,The Courier,2020,7.1,"36,654","Drama, History, Thriller",112 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
426,Love Strikes Twice,2021,7.2,458,"Comedy, Mystery, Romance",84 ,Film,TV-G,-,None,None,None,None,None
427,Stargate SG-1,2021,8.4,"87,771","Action, Adventure, Drama",44 ,Series,TV-14,213,Mild,Mild,Mild,Mild,Mild
428,One Tree Hill,2021,7.7,"75,340","Drama, Romance, Sport",60 ,Series,TV-14,187,Mild,Mild,Mild,Mild,Mild
429,Luca,2021,7.5,"112,694","Animation, Adventure, Comedy",95 ,Film,E,-,None,Mild,None,None,Mild
430,Ghost Ship,2002,5.5,"97,452",Horror,91 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
432,The Marvelous Mrs. Maisel,2021,8.7,"90,875","Comedy, Drama",57 ,Series,TV-MA,33,Moderate,Mild,Severe,Moderate,None
